"Kaygi" "Korku" "Ozyet" "Ilgi" "Davranis" "Basari"
"868" -0.47 0.9139 -1.36 -0.2514 -0.4567 5.1
"869" -0.73 -0.53 0.15 0.1775 2.5276 5.5
"870" 0.56 1.2219 -0.02 -0.2514 0.2171 4.8
"871" 1.02 -0.076 0.15 1.4565 0.2171 5.1
"872" 0.79 -0.767 2.27 1.4565 1.5866 5.3
"873" -1 0.9139 0.54 1.4565 1.7024 5.6
"874" 0.56 0.64 2.27 0.1775 1.5866 4.2
"875" 0.32 -0.3017 -0.92 0.1775 1.4702 2.9
"876" 0.32 0.1524 0.54 -1.5329 0.2171 3.2
"877" 0.32 -0.3017 -0.18 1.4565 0.2171 4.4
"878" 0.06 -0.53 -0.77 -0.2514 0.2171 3.5
"879" -1 -1.0202 1.07 0.6584 1.5866 5.8
"880" 0.79 0.9139 -0.18 -0.2514 2.5276 4
"881" 1.53 -0.53 -1.21 1.4565 -0.0721 3.6
"882" -0.2 0.3889 0.54 -0.2514 1.5866 5.3
"883" 0.56 0.3889 -0.33 1.4565 2.5276 4.5
"884" -0.73 0.64 -1.21 -0.2514 -0.0721 4.6
"885" -0.2 0.9139 0.15 0.1775 0.6426 5.2
"886" 0.32 0.9139 0.78 -0.2514 0.9618 5.4
"887" 0.79 1.5828 -0.33 1.4565 0.4486 6.2
"888" 0.32 0.1524 0.34 0.6584 0.811 5.6
"889" 0.56 2.0328 0.54 -0.2514 0.6426 5.7
"890" 0.79 0.3889 -0.02 -0.7332 -2.1402 5.9
"891" -0.2 0.3889 1.07 1.4565 0.6426 5.8
"892" 0.56 1.5828 -0.02 -1.5329 0.9618 6
"893" -1 -0.3017 1.07 1.4565 0.9618 6.5
"894" -0.47 1.2219 1.07 0.6584 0.811 5.6
"895" 1.02 -0.076 1.07 0.6584 0.4486 5.6
"896" 0.06 0.3889 0.78 -0.2514 0.4486 5.7
"897" -0.2 0.64 0.78 0.1775 1.5866 5.5
"898" -1 -0.076 -0.18 -0.2514 1.2288 5.9
"899" 0.56 0.9139 2.27 -0.7332 0.9618 5.8
"900" 0.32 -0.53 2.27 1.4565 1.1085 6.1
"901" 0.56 -0.076 -0.18 -0.2514 0.2171 5.6
"902" 0.56 0.64 1.07 -0.2514 1.3516 6.3
"903" -1 -1.1204 1.47 -0.7332 1.7024 5.5
"904" 0.06 -0.53 0.34 -0.2514 0.9618 6
"905" 1.53 0.9139 0.54 -0.2514 -0.4567 5.7
"906" -0.47 -0.3017 -0.02 -0.2514 0.2171 6
"907" 0.56 1.2219 -0.33 -1.5329 -2.1402 4.2
"908" -0.2 1.2219 0.15 -0.2514 2.0662 3
"909" -0.2 0.1524 -0.33 -0.2514 0.6426 4.2
"910" 1.53 0.3889 0.15 -0.7332 1.2221 4.2
"911" 2.55 3.9067 2.27 -0.7332 4.4249 3.8
"912" -1.68 -1.6239 0.34 1.4565 2.0662 4.8
"913" 0.32 0.9139 -0.48 1.4565 2.7409 4.2
"914" 0.56 -0.53 -0.18 -0.7332 1.9398 4.4
"915" -0.2 -0.53 0.67 0.6584 0.4486 4.7
"916" 0.32 1.5828 -0.18 -1.5329 2.5276 4.4
"917" 2.55 3.9067 -0.18 -1.5329 1.2288 5
"918" 2.55 1.2219 -2.05 -1.5329 -2.1402 3.6
"919" -0.2 -1.2999 0.15 -1.5329 0.6426 4.1
"920" -0.2 -0.076 0.15 0.1775 2.3531 4.4
"921" 1.89 -0.076 -0.92 0.6584 -0.4567 4.7
"922" 0.79 -1.0202 -0.77 0.1775 0.2171 4.1
"923" 0.06 1.2219 -0.18 0.6584 2.2022 3.6
"924" 1.26 0.64 -0.33 1.4565 0.4486 5.9
"925" 0.56 0.64 2.27 1.4565 1.2288 5.4
"926" -0.47 -0.3017 1.07 1.4565 0.9618 6.6
"927" -1.68 -2.5995 0.78 -0.2514 0.811 6.4
"928" 0.32 -0.767 0.54 -0.2514 0.811 5.1
"929" -0.47 -0.076 -0.48 -0.2514 1.2288 6
"930" -1.68 -0.3017 1.47 1.4565 0.811 6.3
"931" -0.47 -1.6239 1.47 -0.2514 1.4702 7
"932" 0.06 0.9139 0.54 1.4565 0.2171 5.8
"933" -2.37 0.64 -0.02 -0.7332 0.9618 6.4
"934" 0.56 0.9139 -0.18 0.6584 -1.0226 4.9
"935" 0.32 -0.076 0.34 1.4565 -0.0721 5.5
"936" 0.06 0.1524 0.78 0.6584 -0.4567 5.7
"937" -0.21 -1.2999 -0.77 1.4565 1.2288 5.2
"938" 0.56 0.3889 1.47 1.4565 0.811 5
"939" -1.68 0.64 1.47 0.1775 1.5866 5.6
"940" 0.79 0.64 -0.02 -1.5329 -0.0721 5.4
"941" 1.89 1.2219 -1.68 0.1775 0.2171 5.7
"942" 0.79 2.0328 -0.48 1.4565 -0.4567 5.1
"943" 1.53 0.9139 -0.18 -0.2514 0.4486 4.8
"944" 0.32 0.64 1.47 -0.2514 1.5866 5.3
"945" 2.55 1.2219 1.07 -0.2514 -1.0226 5.2
"946" 1.26 1.5828 0.34 0.1775 1.7024 3
"947" -0.2 -0.767 0.15 -0.7332 1.2288 4
"948" -0.2 -1.0202 -0.18 0.6584 1.4702 4.8
"949" 0.32 0.1524 -0.33 0.1775 0.811 3.6
"950" -1 0.64 -0.77 -1.5329 0.4486 4.6
"951" -0.2 0.3889 2.27 1.4565 3.4609 3.6
"952" 1.02 0.3889 0.54 -0.2514 1.0998 5.1
"953" 0.79 2.0328 0.54 0.6584 0.4486 4
"954" 2.55 0.1524 -1.21 0.1775 0.4486 3.1
"955" 1.53 0.1524 -0.48 0.9484 0.6426 4.7
"956" 0.32 -0.076 0.54 1.4565 0.2171 4.4
"957" -0.73 -0.3017 -0.63 1.4565 0.6426 4.2
"958" -0.2 -0.3017 0.34 0.6584 1.2288 4.5
"959" 1.02 0.64 -0.48 0.6584 2.0662 3.9
"960" 0.06 -0.767 -1.06 -1.5329 -0.0721 3
"961" 1.26 0.1524 2.27 0.1775 -0.4567 5.3
"962" -0.2 0.1524 -0.92 1.4565 1.3516 4.1
"963" 0.56 0.64 -1.21 -1.5329 -0.0721 3.5
"964" 0.32 1.5828 0.15 -0.7332 0.4486 4.1
"965" 0.79 0.1524 -0.18 -1.5329 0.9618 2.9
"966" 0.32 -0.53 0.34 1.4565 0.6426 4.5
"967" -1.68 -1.0202 0.54 1.4565 -0.4567 4.2
"968" -0.2 0.9139 -0.63 -1.4741 -2.1402 4.2
"969" 0.56 -0.076 -1.86 -1.076 -2.1402 3.4
"970" 2.55 2.0328 -0.63 0.6584 -0.0721 3.5
"971" -0.2 -0.3017 0.15 1.4565 0.6426 4.5
"972" 2.55 1.2219 -0.48 -1.5329 -2.1402 3.6
"973" 0.06 -0.076 -0.77 -0.2514 0.2171 3.6
"974" 0.56 0.9139 -0.48 0.1775 0.9618 3.2
"975" 0.06 0.9139 -0.48 1.4565 -0.0721 4.4
"976" 0.06 1.5828 -0.92 -1.5329 -2.1402 3.7
"977" 0.06 1.5828 -0.18 -1.5329 0.9618 4.2
"978" 0.32 -0.076 -0.77 0.6584 0.4486 3.7
"979" -1.68 -1.0202 2.27 0.6584 1.8194 6.9
"980" -2.37 -1.0202 0.34 -0.7332 1.4702 6.6
"981" 0.06 -0.076 0.78 1.4006 1.3689 5.7
"982" 0.56 0.9139 -0.48 -0.2514 0.9618 4.8
"983" 0.56 0.1524 1.47 1.4565 1.0998 6.1
"984" -0.47 -0.3017 1.07 0.1775 1.2288 6.5
"985" -1.3 -0.767 1.07 1.4565 0.811 5.9
"986" 0.06 0.64 0.78 0.4296 1.2288 5.8
"987" -0.2 -0.076 -0.18 0.6584 0.4486 4.9
"988" 1.02 0.3889 0.15 0.1775 -0.0721 6
"989" 0.56 -0.767 0.54 -1.5329 0.9618 7
"990" 0.06 0.64 0.34 1.4565 -0.0721 5.5
"991" 0.06 -0.3017 1.07 -0.2514 1.3516 5.5
"992" -1.68 -0.3017 -0.02 -0.2514 0.6426 6.3
"993" 0.56 -1.0202 -0.02 0.6088 -0.0721 5.2
"994" -0.47 -2.0269 0.54 -0.2514 0.2171 6.5
"995" 0.06 0.64 0.15 -0.4946 0.4486 5.1
"996" 1.53 1.2219 1.47 0.9484 -0.4567 6
"997" 0.56 -1.0202 0.54 -0.2514 0.2171 5.9
"998" -0.47 0.9139 1.47 -0.2514 0.9618 6.2
"999" 0.79 0.1524 0.54 -0.2514 -0.0721 6.3
"1000" 2.55 1.4267 1.47 -1.5329 1.2288 3.7
"1001" 0.32 0.3889 0.54 0.1775 0.6426 6.5
"1002" 1.53 1.2219 -0.02 1.195 0.4486 4.9
"1003" 0.79 0.1524 -0.33 1.4565 0.9618 5
"1004" -1 0.64 -0.18 0.1775 0.4486 5.6
"1005" 0.06 0.64 -0.33 0.6584 -0.0721 4.2
"1006" 1.53 0.9139 -0.02 -0.2514 0.9618 4.6
"1007" 0.06 0.9139 0.15 -0.2514 0.4486 4.8
"1008" 0.06 0.9139 -0.33 0.1775 -0.0721 5
"1009" -0.2 -0.53 -0.2 -0.2514 0.811 6.8
"1010" 1.02 0.1524 -0.33 0.6584 0.811 4.9
"1011" 0.32 -0.3017 -0.92 -1.4164 -0.0721 4.8
"1012" 0.56 2.0328 -0.02 -0.2514 1.5866 3.4
"1013" 0.56 0.3889 -0.02 1.2691 0.4486 4.5
"1014" -2.37 -1.2999 0.78 0.1775 1.7024 5.3
"1015" 0.06 0.1524 -0.48 -0.7332 1.2288 4
"1016" 0.32 0.63 -0.63 0.6584 1.0998 4.2
"1017" -0.47 -0.3017 -0.18 1.4565 0.6426 4.4
"1018" 0.79 1.5828 -0.48 -0.7332 0.4486 3.6
"1019" 1.02 -0.3017 -0.92 1.2691 0.4486 3.8
"1020" 0.43 -0.53 0.21 0.1775 0.2171 4.3
"1021" -0.73 0.0396 -0.18 -1.3697 -2.1402 3.5
"1022" 0.79 0.3889 -0.77 1.4565 -0.4567 4.2
"1023" 0.79 0.1524 -0.33 -1.5329 0.2171 3.5
"1024" 1.26 0.64 -0.33 -1.5329 0.2171 4.6
"1025" 0.32 -0.3017 0.34 0.6584 0.2171 4.7
"1026" 0.06 0.3889 0.78 1.4565 2.2022 5
"1027" 0.79 -0.767 -0.92 0.6584 -0.4567 4.4
"1028" 2.55 0.64 -0.02 0.1775 0.2171 5.1
"1029" 0.32 0.1524 0.15 -0.2514 0.6426 5
"1030" -1.68 1.2219 0.78 1.4565 0.4486 4.5
"1031" 0.56 3.9067 -0.18 -0.7332 0.6426 3.4
"1032" 2.55 -0.0968 -0.48 -0.7332 -2.1402 4
"1033" 0.32 0.9139 -0.18 0.6584 1.5866 3.9
"1034" 0.32 0.3889 -0.63 1.4565 0.4486 3.9
"1035" 1.02 1.2219 -2.57 -1.5329 -2.1402 3.2
"1036" 0.79 -0.3017 -0.77 -1.3697 1.5866 4.1
"1037" 0.56 0.3889 -0.92 -0.5485 0.2171 4.7
"1038" 0.79 0.3889 -0.02 0.6584 0.6426 4.8
"1039" 0.79 -0.767 -0.18 0.1775 1.4702 3
"1040" 0.06 -0.076 0.15 0.1775 0.2171 4.3
"1041" 0.56 -0.53 -0.33 0.1775 -0.4567 3.4
"1042" -0.2 -0.767 -0.77 0.6088 0.2171 4.5
"1043" -0.47 0.1524 -0.18 -0.2514 2.5276 4
"1044" 0.32 0.1524 -0.63 1.4565 1.4702 4.3
"1045" -0.2 -0.767 -0.02 -0.045 0.6426 4
"1046" 0.32 0.64 -0.18 0.6584 1.9398 3.2
"1047" -0.73 -1.2999 -0.92 -0.7332 1.0998 3.3
"1048" 0.32 0.9139 -0.33 -0.7332 1.5866 3.9
"1049" 1.02 0.9139 -0.63 0.6584 0.2171 3.8
"1050" 1.53 0.3889 -0.48 -1.3074 1.0998 3.8
"1051" -2.37 -0.767 -0.77 -0.2514 0.9618 4.6
"1052" -0.47 -1.2999 0.78 0.6584 1.4702 5.5
"1053" -0.47 -0.3017 -1.06 -0.2514 -0.4567 4.1
"1054" 0.79 -0.53 0.78 0.1775 0.2171 5.3
"1055" -1 -0.3017 0.54 -0.2514 0.6426 5
"1056" 0.79 0.64 -1.06 1.4565 0.2171 5.1
"1057" -1.68 -1.0202 0.34 -0.2514 1.2288 4.9
"1058" 2.55 3.9067 2.27 -1.3074 -2.1402 4.5
"1059" -0.73 -0.53 -0.02 -0.2514 1.0998 5.1
"1060" 1.53 1.5828 0.54 1.4565 2.2022 5.1
"1061" -0.73 -0.767 2.27 0.6584 1.7024 5.5
"1062" 1.26 3.9067 0.78 0.1775 -0.0721 5.5
"1063" 0.06 0.9139 0.15 1.4565 0.6426 5.2
"1064" 0.56 0.64 1.07 -1.5329 0.9618 3.5
"1065" -1 0.1524 -0.77 0.6584 1.3516 4
"1066" -0.2 -1.2999 1.47 1.4565 1.8194 3
"1067" 0.06 -1.2999 -0.18 -0.2514 1.3516 2.6
"1068" 1.26 -0.53 0.78 -1.0033 1.2288 3.4
"1069" 0.06 0.1524 -0.77 -1.5329 1.4702 2.8
"1070" 0.32 -0.076 -0.18 0.6584 0.9618 3.3
"1071" -0.2 0.3889 -0.19 -0.2514 -0.0721 3
"1072" 0.06 -0.3017 -1.06 -0.7332 -0.4567 4.2
"1073" 1.89 0.64 -0.33 1.4565 -0.0721 4.3
"1074" 0.32 0.3889 -0.48 1.4565 0.6426 4.4
"1075" 0.32 1.5828 -0.92 -0.2514 0.4486 3.2
"1076" -0.47 -1.6239 0.54 -0.7332 -0.0721 4.1
"1077" 0.56 -0.076 -0.63 -0.2514 -2.1402 3.1
"1078" 1.02 -0.3017 -0.77 0.6584 -0.0721 3.7
"1079" 0.32 -0.076 -0.18 1.4565 0.7322 4
"1080" 0.56 0.64 -0.77 -0.7332 0.4486 3.9
"1081" 0.06 1.2219 -0.18 -0.2514 1.2288 4
"1082" 0.79 1.2219 -2.05 1.4565 1.0998 4
"1083" -0.47 -0.53 -0.33 -0.2514 0.6426 4.4
"1084" 0.56 -0.076 1.07 0.1775 1.3516 5.8
"1085" 0.79 1.5828 1.07 -0.7332 0.811 6.5
"1086" 0.56 0.64 2.27 0.6584 1.0998 6
"1087" -2.37 -0.767 1.07 -0.2514 -0.0721 5.3
"1088" -1.68 -3.7666 2.27 1.4565 4.4249 6.3
"1089" 0.06 0.1524 1.47 1.4565 0.2171 6.8
"1090" 0.32 -0.3017 0.34 1.4565 0.4486 5.9
"1091" -0.2 0.3889 1.07 1.4565 0.9618 6.1
"1092" 0.32 0.1524 0.54 -0.7332 1.3516 6.3
"1093" -0.47 0.64 -0.18 1.4565 1.0998 6.2
"1094" -0.2 0.3889 0.78 -0.2514 0.6426 6
"1095" 0.06 -0.3017 -0.48 1.4565 -0.4567 5.8
"1096" 0.79 -0.53 -0.63 0.1775 -0.0721 4.8
"1097" -0.2 -0.076 -0.48 0.1775 -0.0721 4.7
"1098" 0.79 1.5828 0.34 1.4565 0.6426 5.4
"1099" 0.32 0.64 0.34 1.4565 0.6426 4.3
"1100" 0.79 0.9139 -0.77 0.4296 0.811 5.8
"1101" 1.02 0.1524 -0.18 1.4565 -1.0226 4.7
"1102" -0.47 -0.767 -0.18 0.1775 0.4486 4.7
"1103" 0.32 0.64 -0.18 1.4565 1.3516 5.4
"1104" -0.47 0.64 0.34 0.1775 1.7024 5
"1105" 2.55 -1.0202 -0.18 -1.3074 -1.0226 5
"1106" -0.2 0.1524 0.34 -0.7332 0.4486 5.8
"1107" 0.06 0.1524 -0.33 -0.7332 1.3516 5
"1108" -2.37 -0.3017 2.27 1.4565 2.3531 6.7
"1109" -0.73 -0.3017 2.27 0.1775 1.0998 7.9
"1110" -0.73 -0.767 1.07 -0.2514 1.0998 5.8
"1111" -0.2 0.9139 2.27 -0.2514 0.2171 6.8
"1112" 0.56 0.64 2.27 -0.2514 0.811 7.1
"1113" 0.32 0.1524 1.47 -0.7332 0.4486 6.8
"1114" -0.2 0.3889 2.27 -0.2514 0.2171 6.7
"1115" 0.56 0.1524 2.27 -0.2514 1.0998 6.6
"1116" -0.73 0.3889 1.47 -0.2514 0.6426 6.7
"1117" -0.2 0.64 0.15 -0.2514 1.2288 7.2
"1118" 0.56 0.64 -0.48 -0.2514 -0.4567 6.3
"1119" -0.2 -0.3017 1.47 -0.2514 0.4486 6.4
"1120" 1.02 1.2219 -0.77 0.1775 0.811 4.4
"1121" 0.06 0.1524 -0.33 0.1775 1.9398 4.1
"1122" 1.26 1.5828 0.54 -0.2514 2.3531 3.9
"1123" 0.32 0.1524 -0.33 0.6584 0.6426 4.5
"1124" 0.56 0.3889 -0.18 -0.7332 1.4702 3.5
"1125" 2.55 -1.2573 0.15 -0.2514 4.4249 3
"1126" 0.32 0.64 -0.48 -0.7332 -0.4567 4
"1127" 0.32 0.3889 -0.02 0.1775 0.6426 4.2
"1128" 0.06 0.1524 -0.33 0.6584 0.6426 3.9
"1129" 0.79 0.64 -0.33 -1.5329 0.9618 5.3
"1130" 0.32 0.1524 1.47 0.6584 -1.0226 5
"1131" -0.2 -1.0202 -0.63 1.4565 0.0458 4.9
"1132" 0.56 0.3889 -0.63 -0.7332 0.2171 4.4
"1133" 2.55 0.64 -1.06 -1.5329 -1.0226 4
"1134" -0.2 -0.53 0.54 -0.2514 -0.0721 4.9
"1135" 0.32 -0.767 -0.33 -1.5329 0.2171 4.2
"1136" 0.06 0.3889 -0.02 0.1775 0.4486 4.8
"1137" -0.2 -0.53 0.34 0.6584 0.4486 4.2
"1138" 1.26 -0.076 -1.36 1.4565 -1.0226 4.1
"1139" 1.26 0.64 -1.36 0.1775 -0.0721 4.5
"1140" -0.47 -1.0202 -0.33 0.6584 0.2171 3.5
"1141" -1 -1.6239 1.47 0.6584 2.7409 3.8
"1142" 0.79 0.3889 -0.33 0.6584 0.9695 3.3
"1143" 1.26 0.1524 0.15 -0.7332 0.4486 2.9
"1144" 0.06 2.0328 -0.92 0.0421 1.4702 2.9
"1145" 0.32 0.64 -0.33 -1.5329 0.4486 3.4
"1146" 0.32 -0.3017 -0.77 0.1775 1.0998 3.2
"1147" -1.3 -0.076 -0.18 1.4565 1.8194 3.8
"1148" 0.79 1.5828 -0.33 -1.5329 -2.1402 3.6
"1149" 2.55 -1.0202 -1.51 -1.5329 0.4486 3.5
"1150" -2.37 -3.7666 -3.75 0.0421 -2.1402 2.7
"1151" -0.73 -0.3017 0.15 1.4565 0.4486 4.8
"1152" 0.32 0.1524 -0.18 1.4565 0.6426 4.6
"1153" 0.79 0.64 -0.33 1.4565 0.6426 4.7
"1154" 0.79 -0.076 -1.51 -1.5329 1.0998 3.1
"1155" 1.53 0.64 -0.63 -1.5329 -0.0721 4.8
"1156" 0.56 0.1524 -0.77 -0.7332 0.2171 4.7
"1157" 0.56 -0.53 -0.92 -1.5329 0.811 4.5
"1158" -0.2 -0.3017 -1.21 -1.0998 1.4702 3.4
"1159" 0.56 0.3889 -0.18 -0.2514 0.2171 3.4
"1160" 2.55 3.9067 -0.33 -1.5329 -0.4567 3.7
"1161" -1.3 0.0046 -0.77 1.4565 0.9618 3.4
"1162" 0.56 -0.076 0.98 0.2598 1.2288 3.6
"1163" 0.32 0.1524 -0.77 0.1775 0.9618 3.1
"1164" 0.73 -0.53 0.15 1.4565 1.8194 3.8
"1165" 0.56 0.1524 1.47 1.4565 0.9618 6.7
"1166" 0.06 0.3889 1.47 -0.2514 0.2171 7.2
"1167" 0.06 0.64 0.54 0.1775 -0.0721 6.6
"1168" 0.79 -0.076 0.15 -0.2514 0.2171 6.2
"1169" -1.3 -0.767 1.07 -0.2514 0.4486 6.5
"1170" 0.79 0.3889 0.15 1.4565 -0.0721 6
"1171" -0.2 -0.076 2.27 0.1775 1.3516 6.8
"1172" 1.02 0.64 0.54 -0.7332 -0.0721 6.4
"1173" 0.06 -0.3017 -0.18 -0.2514 0.2171 6.4
"1174" -1.3 -0.076 0.34 1.4565 0.6426 7
"1175" 1.26 0.1524 -0.02 -1.5329 -0.0721 6.8
"1176" -1 0.9139 -2.05 -1.5329 -1.0226 3.9
"1177" -1 1.5828 -0.18 -0.3495 -2.1402 4.8
"1178" 0.06 -0.767 2.27 -1.5329 -0.0721 4.2
"1179" -0.2 -0.076 -0.02 0.6584 0.4486 3.5
"1180" 0.79 0.1524 -0.02 0.6584 0.811 4.8
"1181" 1.53 -0.767 -0.92 -1.1696 -2.1402 4.3
"1182" 2.55 2.0328 -0.48 -0.2514 0.2171 3
"1183" -2.37 -2.5995 -0.77 -1.5329 -0.4567 4.6
"1184" 1.02 0.64 -1.51 -1.076 0.2171 4.7
"1185" 0.79 0.64 -1.36 -1.5329 0.3436 5.3
"1186" 0.79 0.3889 0.78 1.4565 0.811 5.5
"1187" 0.79 2.0328 2.27 -0.7332 0.6426 4.6
"1188" -2.37 -3.7666 2.27 1.4565 0.6426 3.4
"1189" 0.32 0.3889 -0.18 -0.2514 1.3516 3.8
"1190" 2.55 1.5828 -0.63 0.6584 0.811 3.4
"1191" 1.02 2.6645 -0.18 -0.2514 0.9618 4.6
"1192" 0.56 0.64 -0.18 1.4565 -0.0721 4.6
"1193" 1.89 1.5828 -1.06 -1.5329 0.2171 4.8
"1194" -2.37 -1.2999 2.27 0.5739 1.5866 5.3
"1195" -0.2 1.2219 -0.63 1.4565 1.7024 4.7
"1196" 1.26 1.5828 -0.63 0.1775 0.2894 4.9
"1197" 0.06 0.3889 0.34 1.4565 1.0998 3.8
"1198" 0.32 0.9139 -0.18 1.4565 0.9618 4
"1199" 1.02 1.2219 0.34 1.4565 2.2022 4.1
"1200" 0.56 0.64 0.15 -1.5329 0.6426 4
"1201" 0.32 0.1524 -0.92 -1.5329 0.4486 4.2
"1202" 0.79 0.1524 -0.77 0.4296 -0.4567 4.4
"1203" -0.2 0.1524 -0.63 -0.2514 0.811 4.9
"1204" -0.2 -0.3017 1.07 0.1775 0.4486 5.5
"1205" -0.47 0.64 2.27 1.4565 0.6426 4.2
"1206" 1.26 -0.3017 0.15 -0.7332 0.9618 5.7
"1207" 2.55 1.2219 -0.77 -1.5329 -0.4567 5.1
"1208" 0.56 -0.076 -0.33 1.4565 0.4486 4.8
"1209" 0.32 0.64 0.34 -0.7332 0.9618 4.6
"1210" 0.79 1.2219 -0.02 -0.2514 1.8194 4.9
"1211" -0.47 0.1524 0.34 1.4565 0.6426 5.6
"1212" 0.56 0.64 -0.18 1.4565 2.0662 5.7
"1213" 0.32 0.1524 0.78 1.4565 0.9618 5.1
"1214" 0.79 1.5828 1.07 -0.2514 -0.0721 4.1
"1215" 0.06 -0.3017 -0.18 -1.5329 0.9618 4.3
"1216" 0.06 0.3889 -0.18 -1.5329 -1.0226 4.7
"1217" -0.47 0.727 1.07 -0.2514 0.811 4.1
"1218" -0.47 0.64 0.34 1.4565 0.4486 5
"1219" 0.06 0.1524 -1.06 0.6584 -2.1402 3.8
"1220" 0.06 0.3889 -0.77 0.6584 -0.0721 4.5
"1221" 0.32 0.9139 -0.48 -0.2514 1.0998 4
"1222" 0.56 2.0328 0.78 -0.2514 1.3516 5.1
"1223" 0.79 1.2219 0.15 -0.2514 1.2288 6.3
"1224" 0.79 1.2219 0.54 -0.7332 -0.4567 5
"1225" 0.06 0.3889 0.15 1.4565 1.4702 4.2
"1226" 0.79 0.9139 -0.63 0.1775 1.4702 3.9
"1227" 0.56 0.1524 -0.48 1.4565 1.0998 4.6
"1228" 0.56 0.1524 -0.18 1.4565 0.6426 4.8
"1229" 0.32 2.0328 -0.33 -1.5329 -1.0226 5.2
"1230" -1.3 -0.767 -0.18 0.1775 0.9618 3.9
"1231" -0.2 0.1524 1.07 1.4565 1.2288 5.2
"1232" -0.73 1.2219 -0.63 -0.2514 0.4486 4.5
"1233" 0.06 -0.3017 -0.48 0.6584 1.2288 4.8
"1234" 1.89 0.64 -1.68 0.4296 0.9618 4
"1235" -0.47 -1.0202 -1.36 -0.3495 0.6426 4
"1236" -0.47 -0.767 1.07 0.6584 0.811 4.4
"1237" -0.2 0.1524 -0.18 -1.5329 1.0998 5
"1238" -0.47 -0.3017 -0.33 0.6584 0.042 4.1
"1239" 0.32 0.1524 -1.06 -0.4946 0.2171 3.8
"1240" 0.79 2.0328 -1.36 -1.5329 -2.1402 4.9
"1241" 0.32 0.9139 0.15 1.4565 0.4486 4.2
"1242" 0.06 -0.076 -0.48 -1.5329 0.6426 4.3
"1243" 1.53 3.9067 -0.02 -0.4946 4.4249 3.5
"1244" 0.79 1.2219 0.15 1.4565 0.2171 4.6
"1245" -0.47 -0.076 -0.48 0.1775 0.9618 5.8
"1246" 0.32 -0.3017 0.15 1.4565 1.5866 4.3
"1247" 1.26 -0.076 0.15 1.4565 -1.0226 5
"1248" -0.47 -0.53 0.15 1.4565 1.2288 5
"1249" -1.68 -1.2999 1.07 1.4565 0.4486 5.3
"1250" 0.56 0.64 0.34 0.9794 0.6426 4.3
"1251" 1.26 0.1524 -0.63 0.1871 -0.0721 4
"1252" 0.56 0.1524 -0.92 -0.2514 0.4486 4.2
"1253" 0.06 -0.53 0.34 -0.2514 0.811 4.6
"1254" 0.56 -0.3017 -0.48 0.1775 -0.0721 4
"1255" 0.56 0.64 -0.63 0.1775 1.4702 4.7
"1256" 0.79 0.64 -0.63 -1.5329 -0.0721 3.7
"1257" 2.55 1.5828 -0.71 0.6584 -2.1402 3.1
"1258" 0.32 -0.076 0.28 -1.2577 2.3531 3.2
"1259" -0.47 -0.076 2.27 1.4565 1.9398 3.5
"1260" -1.59 -0.3017 0.19 -1.5329 2.2022 3.6
"1261" 1.02 0.1524 -0.84 0.9484 -1.0226 3.7
"1262" 0.32 -0.076 -0.33 0.6584 0.4486 4.3
"1263" 1.53 0.64 -0.02 1.4565 -0.4567 3.5
"1264" 0.56 0.2846 -0.33 1.4565 0.811 3.1
"1265" -0.2 0.9139 -0.33 -1.4741 -0.4567 3.6
"1266" 1.53 -0.076 -0.33 1.1091 -0.0721 3.6
"1267" 0.56 0.0073 -3.75 -0.7332 -0.4567 3.8
"1268" 0.32 0.3889 -0.48 -0.2514 -1.0226 3.5
"1269" 0.32 0.64 -0.33 -0.1091 -0.0721 3.3
"1270" 0.79 0.9139 -0.77 -0.2514 -2.1402 4.3
"1271" -0.47 0.3889 1.07 -0.2514 -0.4567 5.3
"1272" 0.32 2.6645 -1.68 0.1775 -2.1402 4.2
"1273" 0.79 0.9139 -1.36 1.4565 -1.0226 3.7
"1274" 0.79 0.64 0.78 -0.7332 0.6426 3.8
"1275" 0.56 0.3889 0.34 1.4565 0.6426 4.4
"1276" 0.56 -0.076 -0.92 1.4565 0.2171 3.9
"1277" 0.32 0.9139 -0.63 1.4565 0.2171 3.7
"1278" 0.79 0.9139 2.27 1.4565 1.4702 5.2
"1279" 0.06 0.1524 0.15 1.4565 0.4486 4.8
"1280" -0.2 -0.3017 -0.18 1.4565 0.6426 4.4
"1281" 0.79 0.3889 -1.06 -0.7332 -0.4567 5.1
"1282" -0.2 -0.076 0.54 0.1775 -2.1402 5.6
"1283" 0.79 -0.3017 0.34 -0.2514 1.3516 5.6
"1284" 0.56 -0.3017 -0.33 -0.7332 -0.0721 5.1
"1285" 0.79 0.64 -0.48 -0.2514 0.2171 4.9
"1286" 0.32 0.3889 -0.18 0.9484 -1.0226 5.8
"1287" -0.2 0.1524 0.34 -0.2514 0.2171 6.1
"1288" -2.37 -3.7666 2.27 -1.0033 -0.4567 6
"1289" 0.56 0.64 -0.77 0.6584 -0.0721 4.1
"1290" -0.2 0.1524 0.78 -0.2514 0.6426 6.2
"1291" 0.11 2.0328 -0.48 1.4565 -0.4567 4.7
"1292" -0.73 0.3889 1.47 -0.7332 0.811 5.7
"1293" -0.47 0.3889 0.15 0.6584 0.2171 5
"1294" -0.2 0.64 0.54 -0.2514 1.0998 5.5
"1295" -1.3 1.2219 0.78 1.4565 1.5866 4.8
